Register_Number,Department,Program,Program_Full_Name,Program_Level,Year_of_Study,Semester,Academic_Year,Subject,Marks_100,Grade,Attendance_Percent,Result,Subject_Avg_Marks,Marks_vs_SubjectAvg
2449039,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,54.9,B,69.8,Pass,55.4,-0.5
2449040,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,53,B,87.1,Pass,55.4,-2.4
2449041,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,76.8,A,69.3,Pass,55.4,21.4
2449042,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,56.8,B,72.6,Pass,55.4,1.4
2449043,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,72.1,A,84.1,Pass,55.4,16.7
2449044,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,53.3,B,73.7,Pass,55.4,-2.1
2449045,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,29.2,F,72.8,Fail,55.4,-26.2
2449046,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,61.4,B+,78,Pass,55.4,6
2449047,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,80.4,A+,92.2,Pass,55.4,25
2449048,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,31.7,F,68.6,Fail,55.4,-23.7
2449049,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,87.3,A+,87.7,Pass,55.4,31.9
2449050,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,86.4,A+,73,Pass,55.4,31
2449051,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,27.9,F,79.9,Fail,55.4,-27.5
2449052,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,90.5,O,74.6,Pass,55.4,35.1
2449053,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,82.1,A+,62,Pass,55.4,26.7
2449054,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,31.9,F,87.7,Fail,55.4,-23.5
2449055,Physics,MSc,M.Sc. Physics,PG,2,4,2025-26,Dissertation Project,66.2,B+,84.9,Pass,55.4,10.8
2547001,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,30.5,F,72.6,Fail,61.8,-31.3
2547002,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,92.4,O,62.7,Pass,61.8,30.6
2547003,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,83.5,A+,75.5,Pass,61.8,21.7
2547004,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,57.1,B,82.7,Pass,61.8,-4.7
2547005,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,63.7,B+,82.8,Pass,61.8,1.9
2547006,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,31,F,88.4,Fail,61.8,-30.8
2547007,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,59,B,89.8,Pass,61.8,-2.8
2547008,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,83.9,A+,96.8,Pass,61.8,22.1
2547009,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,36.8,F,75,Fail,61.8,-25
2547010,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,86.8,A+,75.2,Pass,61.8,25
2547011,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,43.9,C,76.2,Pass,61.8,-17.9
2547012,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,63.1,B+,83,Pass,61.8,1.3
2547013,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,55.1,B,86.4,Pass,61.8,-6.7
2547014,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,34.9,F,84.7,Fail,61.8,-26.9
2547015,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,36.4,F,61,Fail,61.8,-25.4
2547016,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,84.4,A+,98.7,Pass,61.8,22.6
2547017,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,88.1,O,60.9,Pass,61.8,26.3
2547018,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,50.4,B,87.2,Pass,61.8,-11.4
2547019,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,63.2,B+,91.6,Pass,61.8,1.4
2547020,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Electricity and Magnetism,91.7,O,61.1,Pass,61.8,29.9
2347001,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,79.6,A,69.3,Pass,56.7,22.9
2347002,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,65.5,B+,79.5,Pass,56.7,8.8
2347003,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,54.7,B,78.5,Pass,56.7,-2
2347004,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,18.1,F,86.8,Fail,56.7,-38.6
2347005,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,73.6,A,62.8,Pass,56.7,16.9
2347006,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,94.1,O,69.4,Pass,56.7,37.4
2347007,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,41.7,C,69.5,Pass,56.7,-15
2347008,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,67.8,B+,60.2,Pass,56.7,11.1
2347009,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,38.2,F,89.3,Fail,56.7,-18.5
2347010,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,37.5,F,85.1,Fail,56.7,-19.2
2347011,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,75.1,A,79.7,Pass,56.7,18.4
2347012,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,70.6,A,61.2,Pass,56.7,13.9
2347013,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,32.5,F,79.1,Fail,56.7,-24.2
2347014,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,61.6,B+,69.8,Pass,56.7,4.9
2347015,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,45.3,C,78.7,Pass,56.7,-11.4
2347016,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,47.8,C,71.9,Pass,56.7,-8.9
2347017,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,29.2,F,78.1,Fail,56.7,-27.5
2347018,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,67.5,B+,92,Pass,56.7,10.8
2347019,Physics,PC,B.Sc. Physics Core,UG,3,6,2025-26,Electrodynamics,43.7,C,80.4,Pass,56.7,-13
2348001,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,50.6,B,82.1,Pass,56.7,-6.1
2348002,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,74.6,A,83.4,Pass,56.7,17.9
2348003,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,83.5,A+,71,Pass,56.7,26.8
2348004,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,82.9,A+,91.7,Pass,56.7,26.2
2348005,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,91.4,O,63.3,Pass,56.7,34.7
2348006,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,59.3,B,78.1,Pass,56.7,2.6
2348007,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,60.4,B+,69.1,Pass,56.7,3.7
2348008,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,63.2,B+,67,Pass,56.7,6.5
2348009,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,68.6,B+,74.6,Pass,56.7,11.9
2348010,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,81,A+,98.6,Pass,56.7,24.3
2348011,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,40.3,C,91.9,Pass,56.7,-16.4
2348012,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,55,B,94,Pass,56.7,-1.7
2348013,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,58.5,B,82,Pass,56.7,1.8
2348014,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,89.5,A+,68.6,Pass,56.7,32.8
2348015,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,79.3,A,87.7,Pass,56.7,22.6
2348016,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,36.4,F,83.1,Fail,56.7,-20.3
2348017,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,43,C,65.6,Pass,56.7,-13.7
2348018,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,55.1,A,65.5,Pass,56.7,-1.6
2348019,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,65.6,B+,78.6,Pass,56.7,8.9
2348020,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,39.4,F,76.1,Fail,56.7,-17.3
2348021,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,60.5,B+,64.5,Pass,56.7,3.8
2348022,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,47.7,C,74.2,Pass,56.7,-9
2348023,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,28.1,F,71.4,Fail,56.7,-28.6
2348024,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,40.2,C,77,Pass,56.7,-16.5
2348025,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,42,C,63.1,Pass,56.7,-14.7
2348026,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,31.8,F,82.7,Fail,56.7,-24.9
2348027,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,46.1,C,93.7,Pass,56.7,-10.6
2348028,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,58.3,B,66.4,Pass,56.7,1.6
2348029,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,35.9,F,91.8,Fail,56.7,-20.8
2348030,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,43.2,C,80,Pass,56.7,-13.5
2348031,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,29.2,F,91.9,Fail,56.7,-27.5
2348032,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,61.6,B+,87.4,Pass,56.7,4.9
2348033,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,67,B+,75.8,Pass,56.7,10.3
2348034,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,54.9,B,96.6,Pass,56.7,-1.8
2348035,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,90.1,O,69.4,Pass,56.7,33.4
2348036,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,52.8,B,97.4,Pass,56.7,-3.9
2348037,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,91.7,O,79.7,Pass,56.7,35
2348038,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,46.6,C,94.5,Pass,56.7,-10.1
2348039,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,48.8,C,69.8,Pass,56.7,-7.9
2348040,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,38.1,F,97.3,Fail,56.7,-18.6
2348041,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,85.1,A+,75.9,Pass,56.7,28.4
2348042,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,59.9,B,67.8,Pass,56.7,3.2
2348043,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,86.6,A+,80,Pass,56.7,29.9
2348044,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,32.5,F,71.1,Fail,56.7,-24.2
2348045,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,78.2,A,77.2,Pass,56.7,21.5
2348046,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,78.2,A,86.3,Pass,56.7,21.5
2348047,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,28.3,F,90.6,Fail,56.7,-28.4
2348048,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,69.3,B+,97.5,Pass,56.7,12.6
2348049,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,49.9,C,88.2,Pass,56.7,-6.8
2348050,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,67.5,B+,86.8,Pass,56.7,10.8
2348051,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,16.1,F,92.9,Fail,56.7,-40.6
2348052,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,63.2,B+,69.4,Pass,56.7,6.5
2348053,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,34.7,F,83.2,Fail,56.7,-22
2348054,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,70.5,A,82.4,Pass,56.7,13.8
2348055,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,62.9,B+,91.8,Pass,56.7,6.2
2348056,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,47.7,C,92,Pass,56.7,-9
2348057,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,24.9,F,67.1,Fail,56.7,-31.8
2348058,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,73.4,A,86.9,Pass,56.7,16.7
2348059,Physics,PMa,B.Sc. Physics & Mathematics,UG,3,6,2025-26,Electrodynamics,56,B,70.4,Pass,56.7,-0.7
2549001,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,69.7,B+,64.2,Pass,60.5,9.2
2549002,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,34.8,F,72.6,Fail,60.5,-25.7
2549003,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,57.9,B,77.5,Pass,60.5,-2.6
2549004,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,69,B+,93.3,Pass,60.5,8.5
2549005,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,87.5,A+,69.5,Pass,60.5,27
2549006,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,66.2,B+,66.8,Pass,60.5,5.7
2549007,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,44.7,C,75.7,Pass,60.5,-15.8
2549008,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,34.3,F,61.4,Fail,60.5,-26.2
2549009,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,77.1,A,77.3,Pass,60.5,16.6
2549010,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,76,A,97.1,Pass,60.5,15.5
2549011,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,36.3,F,74.4,Fail,60.5,-24.2
2549012,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,54.5,B,90.1,Pass,60.5,-6
2549013,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,62,B+,72.5,Pass,60.5,1.5
2549014,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,89.8,A+,68.8,Pass,60.5,29.3
2549015,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,56.1,B,65.2,Pass,60.5,-4.4
2549016,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,90.1,O,93,Pass,60.5,29.6
2549017,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,71.4,A,66.3,Pass,60.5,10.9
2549018,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,28.1,F,87.9,Fail,60.5,-32.4
2549019,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,35.6,F,61.7,Fail,60.5,-24.9
2549020,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,84.4,A+,89.2,Pass,60.5,23.9
2549021,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,70.7,A,76.5,Pass,60.5,10.2
2549022,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,31,F,76.7,Fail,60.5,-29.5
2549023,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,32,F,81.3,Fail,60.5,-28.5
2549024,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,44.4,C,72.1,Pass,60.5,-16.1
2549025,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,50.7,B,73.7,Pass,60.5,-9.8
2549026,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,84.5,A+,66.6,Pass,60.5,24
2549027,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,58.5,B,68.1,Pass,60.5,-2
2549028,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,33.7,F,74.2,Fail,60.5,-26.8
2549029,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,28.6,F,64.2,Fail,60.5,-31.9
2549030,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,29.9,F,96.5,Fail,60.5,-30.6
2549031,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,81.4,A+,67.2,Pass,60.5,20.9
2549032,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,53.1,B,67.2,Pass,60.5,-7.4
2549033,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,61.6,B+,84.5,Pass,60.5,1.1
2549034,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,93.9,O,82.7,Pass,60.5,33.4
2549035,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,56.9,B,67.4,Pass,60.5,-3.6
2549036,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,89.5,A+,76.4,Pass,60.5,29
2549037,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,59.3,B,82,Pass,60.5,-1.2
2549038,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,69.4,B+,98,Pass,60.5,8.9
2549039,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,29.9,F,78.7,Fail,60.5,-30.6
2549040,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,64,B+,63.3,Pass,60.5,3.5
2549041,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,45.2,C,67,Pass,60.5,-15.3
2549042,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,62.9,B+,79.1,Pass,60.5,2.4
2549043,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,79.5,A,62.9,Pass,60.5,19
2549044,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,66.3,B+,64,Pass,60.5,5.8
2549045,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,42.5,C,62.2,Pass,60.5,-18
2549046,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,87.2,A+,94.7,Pass,60.5,26.7
2549047,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,78.1,A,89.8,Pass,60.5,17.6
2549048,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,73.9,A,63.9,Pass,60.5,13.4
2549049,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,82.4,A+,92.7,Pass,60.5,21.9
2549050,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,74.9,A,86.8,Pass,60.5,14.4
2549051,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,83.6,A+,65.9,Pass,60.5,23.1
2549052,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,33.2,F,66.2,Fail,60.5,-27.3
2549053,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,67.2,B+,83,Pass,60.5,6.7
2549054,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,73.6,A,73,Pass,60.5,13.1
2549055,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Electrodynamics II,30.3,F,70.2,Fail,60.5,-30.2
2548001,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,49.5,C,79,Pass,61.1,-11.6
2548002,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,47.7,C,60.1,Pass,61.1,-13.4
2548003,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,84.8,A+,75.3,Pass,61.1,23.7
2548004,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,88.1,A+,96.5,Pass,61.1,27
2548005,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,58.7,B,84.6,Pass,61.1,-2.4
2548006,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,78.3,A,85.1,Pass,61.1,17.2
2548007,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,42.1,C,70.1,Pass,61.1,-19
2548008,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,34.2,F,79.4,Fail,61.1,-26.9
2548009,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,56.1,B,63.6,Pass,61.1,-5
2548010,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,86.7,A+,74.7,Pass,61.1,25.6
2548011,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,32,F,70.6,Fail,61.1,-29.1
2548012,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,86.2,A+,94.9,Pass,61.1,25.1
2548013,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,72,A,69.7,Pass,61.1,10.9
2548014,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,36.7,F,77.8,Fail,61.1,-24.4
2548015,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,43.2,C,84.8,Pass,61.1,-17.9
2548016,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,44,C,60.4,Pass,61.1,-17.1
2548017,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,45.5,C,97.5,Pass,61.1,-15.6
2548018,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,78.3,A,96.1,Pass,61.1,17.2
2548019,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,48.1,C,68,Pass,61.1,-13
2548020,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,81.4,B,79.3,Pass,61.1,20.3
2548021,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,95.8,O,74.4,Pass,61.1,34.7
2548022,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,61.6,B,72.8,Pass,61.1,0.5
2548023,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,52.3,B,60.1,Pass,61.1,-8.8
2548024,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,24.9,F,68.8,Fail,61.1,-36.2
2548025,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,89.1,A+,91.7,Pass,61.1,28
2548026,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,28.3,F,70.6,Fail,61.1,-32.8
2548027,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,92.9,O,95.7,Pass,61.1,31.8
2548028,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,83.9,A+,69.8,Pass,61.1,22.8
2548029,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,79.2,A,83.7,Pass,61.1,18.1
2548030,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,46,C,62.5,Pass,61.1,-15.1
2548031,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,73.8,A,63.8,Pass,61.1,12.7
2548032,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,78.2,A,93,Pass,61.1,17.1
2548033,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,95.5,O,69.6,Pass,61.1,34.4
2548034,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,85.2,A+,69,Pass,61.1,24.1
2548035,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Linear Algebra,53.3,B,61.6,Pass,61.1,-7.8
